;Nama;Tanggal;X;Y;Lon;Lat;Sigma0_VH_db;Sigma0_VV_db;Class
1390;pin_5916;101119;219.5;188.5;1.165.450.861;-838.459.356;-7.808.971;-14.990.407;Non Bawang Putih
1393;pin_7387;101119;71.5;177.5;1.165.318.873;-8.384.009.313;-60.310.283;-0.114311665;Non Bawang Putih
1395;pin_4458;101119;1.911.860.258;2.694.447.642;1.165.421.388;-8.370.352.436;-15.567.625;-9.979.116;Non Bawang Putih
1396;pin_4669;101119;1.751.860.349;1.494.447.766;1.165.406.834;-8.369.331.235;-15.762.379;-8.952.869;Non Bawang Putih
1397;pin_5364;101119;248.5;17.5;1.165.472.135;-8.369.364.495;-11.467.711;-8.116.546;Non Bawang Putih
1401;pin_7711;101119;127.5;50.5;1.165.365.343;-8.372.607.573;-1.502.721;-8.848.862;Non Bawang Putih
1402;pin_4993;101119;1.791.860.337;51.944.477;1.165.411.372;-8.372.599.382;-15.199.505;-6.609.536;Non Bawang Putih
1403;pin_7757;101119;132.5;31.5;1.165.369.289;-8.370.910.726;-14.688.143;-10.788.798;Non Bawang Putih
1404;pin_8025;101119;96.5;79.5;1.165.338.525;-8.375.259.079;-13.471.216;-7.896.788;Non Bawang Putih
1405;pin_5861;101119;216.5;195.5;1.165.448.377;-8.385.221.763;-12.424.523;-323.112;Non Bawang Putih
1411;pin_5310;101119;222.5;1.5;1.165.448.578;-836.801.523;-9.338.475;-3.647.309;Non Bawang Putih
1412;pin_6793;101119;44.5;232.5;1.165.296.303;-8.388.954.423;-75.880.923;13.688.984;Non Bawang Putih
1413;pin_6674;101119;51.5;228.5;1.165.302.426;-8.388.581.491;-6.633.977;-0.6018155;Non Bawang Putih
1415;pin_5764;101119;222.5;227.5;1.165.454.564;-8.388.041.495;-86.356.535;-18.683.965;Non Bawang Putih
1416;pin_5499;101119;214.5;227.5;1.165.447.446;-8.388.062.625;-6.605.527;17.535.914;Non Bawang Putih
1417;pin_5623;101119;211.5;216.5;1.165.444.485;-8.387.095.816;-11.452.688;-29.650.404;Non Bawang Putih
1421;pin_6068;101119;231.5;178.5;1.165.461.274;-8.383.675.762;-11.103.318;-28.940.756;Non Bawang Putih
1426;pin_5742;101119;224.5;227.5;1.165.456.344;-8.388.036.212;-7.133.067;-29.299.674;Non Bawang Putih
1427;pin_4787;101119;2.021.860.199;4.494.447.546;1.165.431.652;-8.371.918.474;-14.842.949;-8.298.062;Non Bawang Putih
1428;pin_4564;101119;1.731.860.366;3.194.447.763;1.165.405.504;-8.370.842.929;-15.017.654;-10.460.136;Non Bawang Putih
1429;pin_4991;101119;1.771.860.349;5.194.447.714;1.165.409.592;-8.372.604.653;-15.339.262;-50.974.727;Non Bawang Putih
1430;pin_6126;101119;232.5;168.5;1.165.461.898;-8.382.787.008;-8.421.477;-4.512.204;Non Bawang Putih
1431;pin_4507;101119;1.931.860.247;2.894.447.626;116.542.322;-8.370.524.391;-14.600.356;-7.723.819;Non Bawang Putih
1432;pin_6289;101119;171.5;181.5;1.165.407.964;-8.384.099.972;-9.615.058;-15.769.143;Non Bawang Putih
1433;pin_7112;101119;138.5;176.5;1.165.378.466;-8.383.743.978;-12.227.351;0.25290602;Non Bawang Putih
1435;pin_8280;101119;105.5;102.5;1.165.347.142;-8.377.273.514;-14.920.382;-8.247.141;Non Bawang Putih
1444;pin_8257;101119;109.5;101.5;1.165.350.675;-8.377.174.357;-12.480.956;-8.416.198;Non Bawang Putih
1445;pin_6061;101119;224.5;178.5;1.165.455.045;-8.383.694.242;-11.684.426;-30.264.714;Non Bawang Putih
1446;pin_5745;101119;227.5;227.5;1.165.459.014;-8.388.028.288;-45.470.448;-23.214.698;Non Bawang Putih
1451;pin_6507;101119;132.5;10.5;1.165.368.734;-8.369.049.823;-4.413.891;0.32830676;Non Bawang Putih
1452;pin_4756;101119;1.751.860.358;4.294.447.738;1.165.407.574;-8.371.812.405;-1.609.106;-9.323.968;Non Bawang Putih
1453;pin_4829;101119;1.891.860.276;4.594.447.637;1.165.420.111;-8.372.041.349;-15.763.632;-89.599.085;Non Bawang Putih
1455;pin_7530;101119;66.5;183.5;1.165.314.582;-8.384.554.194;-7.309.591;-29.476.635;Non Bawang Putih
1457;pin_6410;101119;130.5;3.5;1.165.366.769;-8.368.434.788;-6.112.284;25.222.087;Non Bawang Putih
1460;pin_6611;101119;74.5;62.5;1.165.318.499;-8.373.810.565;-4.799.249;-10.218.161;Non Bawang Putih
1461;pin_6807;101119;57.5;232.5;1.165.307.871;-8.388.920.128;-8.500.215;-0.49492642;Non Bawang Putih
1462;pin_7910;101119;104.5;68.5;1.165.345.353;-8.374.263.234;-1.339.679;-9.012.155;Non Bawang Putih
1464;pin_6075;101119;231.5;164.5;1.165.460.902;-8.382.435.202;-8.998.777;-10.662.711;Non Bawang Putih
1465;pin_5848;101119;205.5;196.5;1.165.438.615;-8.385.339.417;-14.221.105;-66.780.043;Non Bawang Putih
1467;pin_7966;101119;105.5;70.5;1.165.346.295;-837.443.783;-14.001.004;-8.542.295;Non Bawang Putih
1468;pin_8089;101119;104.5;81.5;1.165.345.697;-8.375.415.232;-16.243.359;-7.363.787;Non Bawang Putih
1470;pin_4676;101119;1.821.860.307;1.494.447.717;1.165.413.062;-8.369.312.793;-130.560.665;-6.958.417;Non Bawang Putih
1472;pin_4419;101119;1.791.860.329;2.594.447.727;1.165.410.684;-8.370.295.441;-16.924.606;-9.987.777;Non Bawang Putih
1474;pin_5546;101119;208.5;223.5;1.165.442.001;-8.387.724.023;-10.927.369;-6.280.828;Non Bawang Putih
1478;pin_5324;101119;222.5;6.5;116.544.871;-8.368.458.289;-9.783.381;-3.547.475;Non Bawang Putih
1480;pin_4254;101119;1.831.860.303;2.094.447.704;1.165.414.111;-8.369.841.837;-16.329.683;-9.910.221;Non Bawang Putih
1481;pin_7456;101119;66.5;180.5;1.165.314.503;-8.384.288.346;-8.037.552;-29.329.045;Non Bawang Putih
1484;pin_6537;101119;81.5;51.5;1.165.324.437;-8.372.817.354;-78.252.125;-0.71039456;Non Bawang Putih
1485;pin_5057;101119;1.851.860.302;5.394.447.656;1.165.416.764;-8.372.760.795;-15.488.579;-8.742.447;Non Bawang Putih
1487;pin_7250;101119;157.5;180.5;1.165.395.479;-8.384.048.303;-72.881.293;35.848.517;Non Bawang Putih
1488;pin_4786;101119;2.031.860.193;4.494.447.539;1.165.432.542;-8.371.915.838;-15.396.386;-8.335.939;Non Bawang Putih
1491;pin_5263;101119;173.5;0.5;1.165.404.951;-8.368.055.703;-1.793.775;-132.672.415;Non Bawang Putih
1492;pin_7577;101119;131.5;45.5;116.536.877;-8.372.153.963;-14.435.012;-69.317.255;Non Bawang Putih
1494;pin_7522;101119;60.5;183.5;1.165.309.243;-8.384.570.016;-9.938.573;-33.113.735;Non Bawang Putih
1500;pin_6500;101119;129.5;9.5;1.165.366.038;-8.368.969.109;-4.425.242;0.054105964;Non Bawang Putih
1504;pin_8371;101119;112.5;105.5;116.535.345;-837.752.091;-16.140.379;-9.224.265;Non Bawang Putih
1505;pin_4227;101119;1.711.860.374;1.994.447.789;1.165.403.407;-8.369.784.839;-15.405.555;-8.213.989;Non Bawang Putih
1507;pin_5711;101119;225.5;221.5;1.165.457.075;-8.387.501.901;-3.705.199;22.674.625;Non Bawang Putih
1508;pin_8397;101119;111.5;106.5;1.165.352.587;-8.377.612.161;-14.759.033;-8.590.435;Non Bawang Putih
1513;pin_7895;101119;90.5;68.5;1.165.332.895;-8.374.300.116;-15.859.326;-9.856.991;Non Bawang Putih
1514;pin_5248;101119;1.731.860.369;3.894.447.756;1.165.405.689;-8.371.463.222;-15.530.055;-10.414.862;Non Bawang Putih
1518;pin_4772;101119;190.186.027;4.394.447.632;1.165.420.948;-8.371.861.488;-15.719.293;-7.548.796;Non Bawang Putih
1519;pin_5931;101119;218.5;189.5;1.165.449.998;-8.384.684.812;-74.052.734;-2.682.385;Non Bawang Putih
1522;pin_5341;101119;239.5;6.5;1.165.463.836;-8.368.413.491;-13.473.761;-7.656.625;Non Bawang Putih
1524;pin_7819;101119;97.5;65.5;1.165.339.045;-8.374.015.829;-14.387.414;-9.415.793;Non Bawang Putih
1530;pin_7626;101119;125.5;47.5;1.165.363.484;-8.372.346.998;-18.080.305;-10.346.283;Non Bawang Putih
1532;pin_5879;101119;215.5;194.5;1.165.447.461;-8.385.135.792;-12.208.758;-4.958.103;Non Bawang Putih
1534;pin_7709;101119;125.5;50.5;1.165.363.563;-8.372.612.842;-16.339.512;-9.430.887;Non Bawang Putih
1535;pin_4350;101119;1.921.860.252;2.694.447.635;1.165.422.278;-8.370.349.801;-1.608.289;-9.437.272;Non Bawang Putih
1536;pin_7555;101119;111.5;45.5;1.165.350.973;-8.372.206.647;-13.368.785;-71.499.476;Non Bawang Putih
1537;pin_5448;101119;290.5;40.5;1.165.510.115;-8.371.291.801;-14.476.433;-77.480.526;Non Bawang Putih
1541;pin_5554;101119;216.5;223.5;1.165.449.119;-8.387.702.895;-70.203.934;-0.9936884;Non Bawang Putih
1544;pin_4775;101119;1.931.860.252;4.394.447.611;1.165.423.617;-8.371.853.582;-15.119.287;-73.886.733;Non Bawang Putih
1545;pin_6131;101119;227.5;168.5;1.165.457.449;-8.382.800.207;-12.858.138;0.7834019;Non Bawang Putih
1546;pin_7440;101119;73.5;179.5;1.165.320.705;-8.384.181.271;-7.513.027;-24.408.772;Non Bawang Putih
1547;pin_4412;101119;172.186.037;2.594.447.776;1.165.404.455;-8.370.313.884;-129.006;-77.079.253;Non Bawang Putih
1549;pin_7795;101119;100.5;64.5;1.165.341.688;-8.373.919.311;-12.918.102;-90.911.875;Non Bawang Putih
1550;pin_6827;101119;45.5;233.5;1.165.297.219;-8.389.040.402;-735.637;17.844.361;Non Bawang Putih
1551;pin_8233;101119;113.5;100.5;1.165.354.208;-83.770.752;-16.100.868;-1.154.174;Non Bawang Putih
1553;pin_8170;101119;102.5;84.5;1.165.343.996;-8.375.686.347;-16.924.118;-9.387.231;Non Bawang Putih
1555;pin_6759;101119;43.5;231.5;1.165.295.386;-8.388.868.445;-78.797.426;0.35399213;Non Bawang Putih
1558;pin_6559;101119;77.5;54.5;1.165.320.957;-8.373.093.736;-6.623.483;12.651.293;Non Bawang Putih
1560;pin_4489;101119;1.761.860.347;2.894.447.745;1.165.408.094;-8.370.569.185;-13.808.347;-10.075.729;Non Bawang Putih
1561;pin_6194;101119;219.5;165.5;1.165.450.251;-8.382.555.488;-9.991.356;-0.046010815;Non Bawang Putih
1563;pin_6295;101119;165.5;181.5;1.165.402.625;-8.384.115.806;-12.656.111;-42.561.483;Non Bawang Putih
1564;pin_6884;101119;134.5;166.5;1.165.374.642;-8.382.868.389;-10.983.187;-31.943.064;Non Bawang Putih
1566;pin_5842;101119;206.5;198.5;1.165.439.558;-8.385.514.001;-14.036.999;-1.485.526;Non Bawang Putih
1567;pin_5670;101119;197.5;214.5;1.165.431.974;-838.695.556;-13.637.324;-59.709.053;Non Bawang Putih
1569;pin_7252;101119;159.5;180.5;1.165.397.259;-8.384.043.025;-72.911.096;39.953.604;Non Bawang Putih
1573;pin_6522;101119;77.5;50.5;1.165.320.851;-8.372.739.272;-57.094.574;2.262.986;Non Bawang Putih
1574;pin_6243;101119;216.5;239.5;1.165.449.544;-8.389.120.684;-11.894.372;-3.668.418;Non Bawang Putih
1575;pin_8234;101119;125.5;33.5;1.165.363.113;-8.371.106.393;-147.234;-11.638.787;Non Bawang Putih
1576;pin_7890;101119;119.5;32.5;1.165.357.748;-8.371.033.582;-154.402.895;-10.601.895;Non Bawang Putih
1577;pin_8208;101119;115.5;99.5;1.165.355.961;-8.376.981.314;-14.730.568;-10.649.457;Non Bawang Putih
1578;pin_6816;101119;35.5;233.5;116.528.832;-8.389.066.781;-8.808.428;-10.301.466;Non Bawang Putih
1582;pin_5626;101119;213.5;215.5;1.165.446.238;-8.387.001.923;-12.467.583;-30.224.972;Non Bawang Putih
1583;pin_4759;101119;1.771.860.347;4.394.447.723;116.540.938;-8.371.895.748;-15.826.755;-9.054.873;Non Bawang Putih
1584;pin_7888;101119;84.5;68.5;1.165.327.556;-8.374.315.921;-15.736.544;-10.245.706;Non Bawang Putih
1586;pin_5022;101119;1.991.860.219;5.294.447.559;1.165.429.194;-8.372.635.281;-14.097.092;-9.014.853;Non Bawang Putih
1590;pin_6202;101119;218.5;171.5;116.544.952;-8.383.089.799;-1.250.171;-43.909.693;Non Bawang Putih
1595;pin_6047;101119;233.5;177.5;1.165.463.027;-8.383.581.871;-14.137.784;0.35836008;Non Bawang Putih
1596;pin_6633;101119;69.5;65.5;1.165.314.129;-8.374.089.582;-35.750.577;6.168.022;Non Bawang Putih
1597;pin_7108;101119;134.5;176.5;1.165.374.907;-8.383.754.531;-73.485.947;0.98456645;Non Bawang Putih
1598;pin_4837;101119;1.971.860.229;459.444.758;1.165.427.229;-8.372.020.265;-15.087.874;-974.772;Non Bawang Putih
1599;pin_5012;101119;1.981.860.225;5.194.447.567;1.165.428.278;-8.372.549.304;-14.479.759;-8.134.581;Non Bawang Putih
1600;pin_7315;101119;140.5;183.5;1.165.380.432;-8.384.359;-10.127.506;-28.182.347;Non Bawang Putih
1603;pin_6395;101119;134.5;2.5;1.165.370.302;-8.368.335.641;-9.029.432;24.424.753;Non Bawang Putih
1605;pin_5487;101119;210.5;230.5;1.165.443.966;-8.388.339.025;-7.568.022;-22.351.606;Non Bawang Putih
1613;pin_4677;101119;1.711.860.372;1.294.447.796;1.165.403.221;-8.369.164.545;-1.632.835;-8.419.481;Non Bawang Putih
1614;pin_5601;101119;214.5;219.5;1.165.447.234;-8.387.353.729;-28.122.113;34.713.957;Non Bawang Putih
1615;pin_4312;101119;1.761.860.345;2.294.447.751;1.165.407.935;-8.370.037.506;-15.136.746;-10.304.957;Non Bawang Putih
1616;pin_8281;101119;106.5;102.5;1.165.348.032;-8.377.270.879;-13.467.016;-82.783.165;Non Bawang Putih
1617;pin_6282;101119;171.5;184.5;1.165.408.043;-8.384.365.811;-1.196.295;-6.918.601;Non Bawang Putih
1623;pin_8258;101119;110.5;101.5;1.165.351.565;-8.377.171.722;-12.495.358;-8.717.359;Non Bawang Putih
1624;pin_4871;101119;1.761.860.353;4.694.447.727;116.540.857;-8.372.164.223;-15.194.618;-78.166.075;Non Bawang Putih
1625;pin_7971;101119;97.5;77.5;1.165.339.362;-8.375.079.214;-12.075.155;-8.311.222;Non Bawang Putih
1629;pin_8206;101119;113.5;99.5;1.165.354.182;-8.376.986.585;-15.506.061;-1.179.861;Non Bawang Putih
1630;pin_4619;101119;1.731.860.367;3.394.447.761;1.165.405.557;-8.371.020.156;-15.463.481;-8.525.673;Non Bawang Putih
1635;pin_4740;101119;1.911.860.263;4.294.447.626;1.165.421.811;-837.177.024;-1.622.936;-70.911.884;Non Bawang Putih
1638;pin_4330;101119;1.761.860.346;239.444.775;1.165.407.961;-8.370.126.119;-1.576.497;-10.239.251;Non Bawang Putih
1639;pin_6437;101119;136.5;4.5;1.165.372.134;-8.368.507.603;-10.570.074;-0.19274732;Non Bawang Putih
1640;pin_6305;101119;114.5;123.5;1.165.355.707;-8.379.110.706;-13.761.308;-79.196.653;Non Bawang Putih
1641;pin_5358;101119;246.5;16.5;1.165.470.329;-8.369.281.155;-13.575.233;-738.022;Non Bawang Putih
1642;pin_4713;101119;1.891.860.275;4.194.447.641;1.165.420.005;-8.371.686.898;-14.708.828;-73.845.882;Non Bawang Putih
1645;pin_6453;101119;132.5;5.5;1.165.368.602;-8.368.606.751;-68.933.983;10.395.546;Non Bawang Putih
1646;pin_6219;101119;207.5;241.5;1.165.441.588;-8.389.321.681;-104.268;-48.124.504;Non Bawang Putih
1648;pin_5060;101119;1.881.860.285;5.394.447.635;1.165.419.433;-8.372.752.888;-15.713.482;-70.434.365;Non Bawang Putih
1649;pin_5385;101119;278.5;15.5;1.165.498.776;-836.910.819;-9.997.353;-5.282.951;Non Bawang Putih
1654;pin_4674;101119;1.801.860.319;1.494.447.731;1.165.411.283;-8.369.318.062;-14.381.729;-9.121.695;Non Bawang Putih
1655;pin_6805;101119;55.5;232.5;1.165.306.092;-8.388.925.404;-92.661.705;0.2066039;Non Bawang Putih
1657;pin_5682;101119;197.5;216.5;1.165.432.027;-8.387.132.785;-11.871.222;-48.948.884;Non Bawang Putih
1658;pin_8166;101119;99.5;84.5;1.165.341.327;-8.375.694.252;-1.663.685;-80.569.105;Non Bawang Putih
1659;pin_5498;101119;213.5;227.5;1.165.446.556;-8.388.065.266;-62.795.324;1.440.659;Non Bawang Putih
1660;pin_5438;101119;290.5;38.5;1.165.510.062;-8.371.114.581;-15.752.303;-65.560.727;Non Bawang Putih
1662;pin_4317;101119;1.711.860.375;2.294.447.786;1.165.403.486;-8.370.050.679;-15.514.376;-8.426.908;Non Bawang Putih
1663;pin_7294;101119;147.5;182.5;1.165.386.634;-8.384.251.916;-12.491.753;20.456.476;Non Bawang Putih
1664;pin_7226;101119;135.5;180.5;1.165.375.903;-838.410.635;-4.337.697;24.301.615;Non Bawang Putih
1667;pin_6662;101119;40.5;228.5;1.165.292.637;-8.388.610.508;-8.641.725;-0.7153236;Non Bawang Putih
1669;pin_5526;101119;201.5;228.5;1.165.435.905;-838.818.557;-40.752.563;0.9984478;Non Bawang Putih
1670;pin_6535;101119;80.5;51.5;1.165.323.547;-8.372.819.987;-783.309;-0.3767053;Non Bawang Putih
1672;pin_5221;101119;1.981.860.221;399.444.758;116.542.796;-8.371.485.954;-16.293.545;-9.281.503;Non Bawang Putih
1674;pin_6652;101119;70.5;67.5;1.165.315.072;-8.374.264.181;-6.895.637;-5.209.906;Non Bawang Putih
1675;pin_7464;101119;73.5;180.5;1.165.320.732;-8.384.269.887;-7.664.246;-26.593.409;Non Bawang Putih
1676;pin_6815;101119;34.5;233.5;1.165.287.431;-8.389.069.419;-9.037.982;-14.609.704;Non Bawang Putih
1678;pin_4715;101119;1.911.860.263;4.194.447.627;1.165.421.785;-8.371.681.627;-14.842.566;-7.330.218;Non Bawang Putih
1680;pin_6484;101119;129.5;7.5;1.165.365.985;-8.368.791.879;-56.495.905;17.052.869;Non Bawang Putih
1684;pin_8309;101119;106.5;103.5;1.165.348.059;-8.377.359.494;-13.055.859;-8.664.792;Non Bawang Putih
1685;pin_7814;101119;92.5;65.5;1.165.334.595;-8.374.029.001;-15.140.452;-10.730.805;Non Bawang Putih
1687;pin_4316;101119;1.721.860.369;2.294.447.779;1.165.404.376;-8.370.048.044;-15.458.017;-8.471.039;Non Bawang Putih
1688;pin_5979;101119;234.5;172.5;1.165.463.784;-8.383.136.174;-9.382.353;-0.6042368;Non Bawang Putih
1689;pin_6822;101119;41.5;233.5;116.529.366;-8.389.050.954;-8.346.602;2.314.907;Non Bawang Putih
1691;pin_5013;101119;1.991.860.219;519.444.756;1.165.429.168;-8.372.546.668;-14.380.451;-8.651.376;Non Bawang Putih
1693;pin_8130;101119;116.5;82.5;1.165.356.401;-8.375.472.226;-15.435.808;-11.269.308;Non Bawang Putih
1695;pin_5987;101119;231.5;173.5;1.165.461.141;-8.383.232.705;-113.996.935;-2.160.101;Non Bawang Putih
1698;pin_6246;101119;213.5;239.5;1.165.446.874;-8.389.128.609;-11.121.127;-47.486.534;Non Bawang Putih
1701;pin_5268;101119;178.5;0.5;11.654.094;-8.368.042.533;-16.916.512;-77.015.333;Non Bawang Putih
1703;pin_4335;101119;1.801.860.322;2.394.447.722;1.165.411.521;-837.011.558;-16.788.246;-8.964.607;Non Bawang Putih
1705;pin_6550;101119;76.5;53.5;1.165.320.041;-8.373.007.754;-53.769.007;21.025.174;Non Bawang Putih
1706;pin_6003;101119;226.5;174.5;1.165.456.718;-8.383.334.516;-11.274.511;-3.153.934;Non Bawang Putih
1710;pin_4362;101119;2.011.860.202;3.694.447.562;116.543.055;-8.371.212.209;-15.198.597;-8.416.018;Non Bawang Putih
1711;pin_6231;101119;219.5;241.5;1.165.452.266;-8.389.289.983;-10.291.861;-22.161.047;Non Bawang Putih
1712;pin_7983;101119;108.5;77.5;116.534.915;-8.375.050.232;-145.977.955;-9.792.505;Non Bawang Putih
1715;pin_7452;101119;62.5;180.5;1.165.310.943;-8.384.298.893;-69.123.216;-2.903.219;Non Bawang Putih
1716;pin_8138;101119;98.5;83.5;1.165.340.411;-8.375.608.271;-16.091.179;-9.181.129;Non Bawang Putih
1717;pin_8172;101119;104.5;84.5;1.165.345.776;-8.375.681.077;-16.297.955;-927.977;Non Bawang Putih
1718;pin_4344;101119;1.861.860.283;139.444.769;1.165.416.595;-8.369.213.642;-14.204.139;-11.306.257;Non Bawang Putih
1720;pin_5748;101119;230.5;227.5;1.165.461.683;-8.388.020.364;-9.291.662;-16.861.614;Non Bawang Putih
1723;pin_5011;101119;1.971.860.231;5.194.447.574;1.165.427.388;-837.255.194;-14.492.146;-76.205.525;Non Bawang Putih
1724;pin_7559;101119;114.5;45.5;1.165.353.643;-8.372.198.745;-1.683.652;-10.160.187;Non Bawang Putih
1726;pin_5663;101119;205.5;214.5;1.165.439.093;-8.386.934.436;-14.658.563;-6.330.477;Non Bawang Putih
1728;pin_5068;101119;1.961.860.237;5.394.447.579;1.165.426.551;-8.372.731.801;-14.277.072;-9.189.245;Non Bawang Putih
1729;pin_7752;101119;86.5;63.5;1.165.329.203;-8.373.867.574;-14.005.975;-10.567.779;Non Bawang Putih
1730;pin_6918;101119;144.5;167.5;1.165.383.567;-8.382.930.623;-10.347.372;-44.816.427;Non Bawang Putih
1732;pin_6984;101119;141.5;170.5;1.165.380.977;-838.320.438;-10.655.581;-22.956.629;Non Bawang Putih
1735;pin_7570;101119;124.5;45.5;1.165.362.541;-8.372.172.403;-16.496.008;-9.718.102;Non Bawang Putih
1737;pin_8345;101119;135.5;33.5;1.165.372.011;-8.371.080.053;-13.933.079;-9.068.318;Non Bawang Putih
1740;pin_6888;101119;138.5;166.5;1.165.378.201;-8.382.857.837;-8.486.136;-3.111.076;Non Bawang Putih
1741;pin_7469;101119;113.5;44.5;1.165.352.726;-8.372.112.764;-16.610.338;-9.364.544;Non Bawang Putih
1742;pin_5796;101119;229.5;229.5;1.165.460.846;-8.388.200.228;-10.018.315;-67.630.243;Non Bawang Putih
1746;pin_7883;101119;104.5;67.5;1.165.345.326;-8.374.174.619;-13.438.102;-8.932.966;Non Bawang Putih
1748;pin_7273;101119;153.5;181.5;1.165.391.946;-8.384.147.471;-11.758.598;3.383.537;Non Bawang Putih
1750;pin_8378;101119;138.5;33.5;1.165.374.681;-8.371.072.151;-15.623.883;-10.729.526;Non Bawang Putih
1751;pin_8326;101119;121.5;103.5;1.165.361.406;-8.377.319.958;-16.032.719;-9.199.621;Non Bawang Putih
1753;pin_7215;101119;159.5;178.5;1.165.397.206;-8.383.865.798;-1.116.819;2.394.386;Non Bawang Putih
1754;pin_6976;101119;134.5;170.5;1.165.374.748;-8.383.222.846;-11.396.775;-17.252.327;Non Bawang Putih
1757;pin_4463;101119;1.751.860.353;2.794.447.753;1.165.407.178;-8.370.483.207;-14.599.909;-9.455.137;Non Bawang Putih
1758;pin_7561;101119;116.5;45.5;1.165.355.422;-8.372.193.477;-16.198.511;-10.125.378;Non Bawang Putih
1760;pin_6543;101119;78.5;52.5;1.165.321.794;-837.291.387;-75.511.327;0.4444622;Non Bawang Putih
1765;pin_5040;101119;1.811.860.326;5.294.447.685;1.165.413.178;-8.372.682.724;-13.021.453;-7.967.312;Non Bawang Putih
1766;pin_4925;101119;180.186.033;4.894.447.697;1.165.412.182;-8.372.330.908;-15.274.274;-8.052.423;Non Bawang Putih
1769;pin_6532;101119;77.5;51.5;1.165.320.878;-8.372.827.888;-53.262.177;24.567.816;Non Bawang Putih
1770;pin_4780;101119;1.981.860.222;4.394.447.575;1.165.428.066;-8.371.840.404;-1.418.846;-9.964.936;Non Bawang Putih
1772;pin_5607;101119;220.5;219.5;1.165.452.573;-8.387.337.884;-67.595.034;-15.898.427;Non Bawang Putih
1775;pin_4945;101119;1.891.860.277;4.994.447.632;1.165.420.217;-8.372.395.801;-15.715.563;-69.361.525;Non Bawang Putih
1776;pin_7018;101119;135.5;172.5;1.165.375.691;-8.383.397.436;-10.565.985;-10.285.287;Non Bawang Putih
1778;pin_4599;101119;1.911.860.254;1.594.447.653;1.165.421.097;-8.369.377.695;-15.251.237;-6.589.473;Non Bawang Putih
1780;pin_4823;101119;1.831.860.312;4.594.447.679;1.165.414.772;-8.372.057.162;-15.491.445;-8.765.779;Non Bawang Putih
1781;pin_4923;101119;1.821.860.319;4.894.447.682;1.165.413.962;-8.372.325.637;-15.598.794;-8.237.444;Non Bawang Putih
1786;pin_6772;101119;55.5;231.5;1.165.306.065;-8.388.836.788;-80.142.975;-0.7553513;Non Bawang Putih
1789;pin_6141;101119;232.5;169.5;1.165.461.925;-8.382.875.619;-91.715.145;-4.939.842;Non Bawang Putih
1790;pin_5148;101119;189.186.028;5.694.447.625;1.165.420.402;-837.301.609;-15.970.458;-6.863.233;Non Bawang Putih
