;Nama;Tanggal;X;Y;Lon;Lat;Sigma0_VH_db;Sigma0_VV_db;Class
7012;pin_5330;101119;236.5;3.5;1.165.461.087;-8.368.155.562;-17.370.945;-7.678.452;Non Bawang Putih
7014;pin_8260;101119;112.5;101.5;1.165.353.345;-837.716.645;-14.178.919;-11.226.626;Non Bawang Putih
7018;pin_6609;101119;72.5;62.5;1.165.316.719;-8.373.815.833;-63.922.286;-12.986.999;Non Bawang Putih
7020;pin_4364;101119;2.021.860.197;3.894.447.553;1.165.431.493;-8.371.386.799;-15.036.506;-8.134.016;Non Bawang Putih
7021;pin_8192;101119;100.5;99.5;1.165.342.614;-8.377.020.846;-15.379.722;-8.251.605;Non Bawang Putih
7022;pin_4461;101119;1.731.860.365;2.794.447.767;1.165.405.398;-8.370.488.476;-15.145.978;-70.949.473;Non Bawang Putih
7023;pin_6204;101119;220.5;171.5;11.654.513;-838.308.452;-10.908.903;-38.526.359;Non Bawang Putih
7025;pin_6373;101119;126.5;125.5;1.165.366.438;-8.379.256.298;-15.680.504;-79.748.673;Non Bawang Putih
7026;pin_6841;101119;58.5;233.5;1.165.308.788;-8.389.006.106;-9.146.004;-0.29073867;Non Bawang Putih
7030;pin_8278;101119;129.5;33.5;1.165.366.673;-8.371.095.857;-16.705.631;-109.139.595;Non Bawang Putih
7031;pin_8148;101119;107.5;83.5;1.165.348.419;-8.375.584.557;-14.428.088;-9.648.744;Non Bawang Putih
7032;pin_7933;101119;100.5;69.5;116.534.182;-8.374.362.387;-13.865.344;-8.175.993;Non Bawang Putih
7033;pin_4289;101119;1.831.860.304;2.194.447.703;1.165.414.137;-836.993.045;-16.178.926;-9.705.657;Non Bawang Putih
7035;pin_8396;101119;110.5;106.5;1.165.351.697;-8.377.614.796;-14.732.396;-9.917.227;Non Bawang Putih
7038;pin_4454;101119;1.881.860.276;2.694.447.663;1.165.418.718;-8.370.360.341;-152.343;-9.639.161;Non Bawang Putih
7039;pin_4488;101119;173.186.036;1.394.447.781;1.165.405.028;-836.924.789;-13.951.339;-9.554.538;Non Bawang Putih
7042;pin_4686;101119;1.911.860.254;1.494.447.654;116.542.107;-8.369.289.082;-15.469.183;-68.508.587;Non Bawang Putih
7043;pin_5317;101119;224.5;4.5;1.165.450.437;-8.368.275.795;-984.876;-38.261.778;Non Bawang Putih
7044;pin_7756;101119;90.5;63.5;1.165.332.763;-8.373.857.038;-1.635.425;-918.614;Non Bawang Putih
7049;pin_7550;101119;131.5;44.5;1.165.368.743;-8.372.065.348;-14.383.649;-705.153;Non Bawang Putih
7050;pin_7260;101119;141.5;181.5;1.165.381.268;-8.384.179.134;-12.922.169;-3.898.352;Non Bawang Putih
7051;pin_6430;101119;130.5;4.5;1.165.366.795;-8.368.523.403;-5.092.728;33.024.204;Non Bawang Putih
7054;pin_6399;101119;138.5;2.5;1.165.373.861;-8.368.325.108;-10.169.519;-0.60547906;Non Bawang Putih
7056;pin_5185;101119;2.051.860.183;5.094.447.519;116.543.448;-837.244.224;-15.033.307;-63.768.682;Non Bawang Putih
7060;pin_5998;101119;221.5;174.5;1.165.452.269;-8.383.347.715;-11.949.029;-32.663.214;Non Bawang Putih
7063;pin_6364;101119;118.5;125.5;1.165.359.319;-837.927.739;-13.797.184;-6.446.808;Non Bawang Putih
7067;pin_6659;101119;37.5;228.5;1.165.289.968;-8.388.618.421;-77.391.357;-24.121.115;Non Bawang Putih
7068;pin_4324;101119;1.701.860.381;2.394.447.792;1.165.402.623;-8.370.141.927;-15.817.713;-904.542;Non Bawang Putih
7069;pin_6973;101119;131.5;170.5;1.165.372.079;-838.323.076;-10.075.973;-23.702.188;Non Bawang Putih
7070;pin_5197;101119;1.821.860.316;4.094.447.691;116.541.375;-8.371.616.733;-11.724.231;-9.725.833;Non Bawang Putih
7073;pin_7629;101119;128.5;47.5;1.165.366.153;-8.372.339.095;-15.560.686;-7.167.452;Non Bawang Putih
7080;pin_4997;101119;1.831.860.314;5.194.447.672;1.165.414.931;-837.258.884;-13.132.532;-8.780.762;Non Bawang Putih
7083;pin_5335;101119;238.5;4.5;1.165.462.893;-8.368.238.903;-14.376.073;-6.154.345;Non Bawang Putih
7084;pin_5656;101119;208.5;212.5;1.165.441.709;-838.674.929;-1.564.632;-6.317.251;Non Bawang Putih
7088;pin_6406;101119;144.5;2.5;11.653.792;-8.368.309.307;-8.190.329;-0.80656433;Non Bawang Putih
7091;pin_4246;101119;1.881.860.273;199.444.767;1.165.418.533;-836.974.005;-14.225.658;-7.402.447;Non Bawang Putih
7095;pin_4753;101119;178.186.034;4.294.447.717;1.165.410.244;-83.718.045;-16.886.665;-9.139.882;Non Bawang Putih
7096;pin_4966;101119;197.186.023;5.094.447.575;1.165.427.362;-8.372.463.328;-14.284.485;-70.769.777;Non Bawang Putih
7098;pin_5538;101119;203.5;226.5;1.165.437.631;-8.388.003.064;-52.724.633;12.825.791;Non Bawang Putih
7102;pin_6743;101119;30.5;231.5;1.165.283.818;-8.388.902.736;-10.591.298;-0.94291073;Non Bawang Putih
7104;pin_4445;101119;1.791.860.329;2.694.447.726;116.541.071;-8.370.384.055;-1.562.255;-10.184.783;Non Bawang Putih
7105;pin_7668;101119;124.5;31.5;1.165.362.171;-8.370.931.798;-14.656.757;-8.660.493;Non Bawang Putih
7107;pin_7341;101119;160.5;180.5;1.165.398.149;-8.384.040.386;-59.342.794;4.189.665;Non Bawang Putih
7108;pin_5806;101119;225.5;225.5;1.165.457.181;-8.387.856.348;-22.600.937;23.232.276;Non Bawang Putih
7109;pin_7663;101119;133.5;48.5;1.165.370.629;-8.372.414.537;-143.291.445;-7.980.331;Non Bawang Putih
7110;pin_8318;101119;114.5;103.5;1.165.355.177;-8.377.338.409;-15.642.488;-9.557.278;Non Bawang Putih
7113;pin_7835;101119;86.5;66.5;1.165.329.283;-8.374.133.421;-13.025.246;-105.067.835;Non Bawang Putih
7114;pin_4719;101119;1.951.860.239;4.194.447.599;1.165.425.344;-8.371.671.085;-14.821.882;-9.594.227;Non Bawang Putih
7115;pin_6072;101119;228.5;164.5;1.165.458.233;-8.382.443.121;-1.094.629;-11.641.539;Non Bawang Putih
7116;pin_4534;101119;1.941.860.241;2.994.447.618;1.165.424.137;-8.370.610.369;-14.510.782;-84.486;Non Bawang Putih
7119;pin_7697;101119;114.5;50.5;1.165.353.775;-8.372.641.819;-16.776.793;-78.911.414;Non Bawang Putih
7122;pin_7263;101119;144.5;181.5;1.165.383.938;-8.384.171.218;-12.891.637;-0.76662827;Non Bawang Putih
7123;pin_5565;101119;214.5;222.5;1.165.447.313;-8.387.619.565;-8.334.405;-18.106.526;Non Bawang Putih
7124;pin_5893;101119;226.5;186.5;1.165.457.037;-8.384.397.855;-78.366.823;-29.094.226;Non Bawang Putih
7129;pin_7328;101119;152.5;183.5;116.539.111;-8.384.327.337;-11.086.097;22.884.011;Non Bawang Putih
7130;pin_7549;101119;130.5;44.5;1.165.367.853;-8.372.067.983;-138.654.785;-7.233.897;Non Bawang Putih
7131;pin_5555;101119;217.5;223.5;1.165.450.009;-8.387.700.254;-72.990.384;-1.963.746;Non Bawang Putih
7133;pin_7867;101119;90.5;67.5;1.165.332.869;-83.742.115;-15.953.789;-10.164.637;Non Bawang Putih
7134;pin_8020;101119;117.5;78.5;1.165.357.185;-8.375.115.132;-17.540.806;-1.299.777;Non Bawang Putih
7137;pin_4727;101119;2.031.860.192;4.194.447.542;1.165.432.462;-8.371.650.001;-15.229.735;-8.907.313;Non Bawang Putih
7140;pin_4479;101119;189.186.027;2.794.447.655;1.165.419.635;-8.370.446.318;-15.614.071;-10.798.775;Non Bawang Putih
7141;pin_6760;101119;44.5;231.5;1.165.296.276;-8.388.865.807;-8.218.881;0.15677023;Non Bawang Putih
7142;pin_7624;101119;123.5;47.5;1.165.361.704;-8.372.352.267;-16.755.901;-10.107.402;Non Bawang Putih
7144;pin_5936;101119;223.5;189.5;1.165.454.447;-8.384.671.611;-8.723.936;-43.655.996;Non Bawang Putih
7147;pin_6175;101119;223.5;168.5;116.545.389;-8.382.810.765;-1.015.865;-22.386.231;Non Bawang Putih
7150;pin_5000;101119;1.861.860.296;5.194.447.651;11.654.176;-8.372.580.933;-16.165.607;-9.754.132;Non Bawang Putih
7151;pin_6558;101119;139.5;34.5;1.165.375.597;-8.371.158.131;-13.788.765;-9.831.134;Non Bawang Putih
7152;pin_6714;101119;33.5;230.5;1.165.286.461;-8.388.806.206;-865.702;14.994.664;Non Bawang Putih
7153;pin_7003;101119;139.5;171.5;1.165.379.224;-838.329.827;-1.070.238;-23.924.918;Non Bawang Putih
7154;pin_5053;101119;1.811.860.326;5.394.447.684;1.165.413.204;-8.372.771.337;-125.722;-71.973.815;Non Bawang Putih
7155;pin_5566;101119;213.5;222.5;1.165.446.423;-8.387.622.206;-8.907.849;-20.858.061;Non Bawang Putih
7158;pin_7061;101119;140.5;174.5;1.165.380.193;-8.383.561.474;-11.019.043;30.268.772;Non Bawang Putih
7159;pin_7916;101119;84.5;69.5;1.165.327.582;-8.374.404.537;-15.774.181;-83.882.065;Non Bawang Putih
7160;pin_8205;101119;112.5;99.5;1.165.353.292;-8.376.989.221;-15.625.095;-11.503.928;Non Bawang Putih
7161;pin_4767;101119;1.851.860.299;4.394.447.667;1.165.416.499;-8.371.874.665;-154.370.365;-76.993.155;Non Bawang Putih
7162;pin_7311;101119;137.5;183.5;1.165.377.762;-8.384.366.915;-10.618.552;-13.825.122;Non Bawang Putih
7164;pin_4484;101119;1.721.860.371;2.894.447.773;1.165.404.535;-8.370.579.724;-15.102.358;-7.743.807;Non Bawang Putih
7170;pin_8304;101119;101.5;103.5;1.165.343.609;-8.377.372.671;-15.619.405;-8.378.356;Non Bawang Putih
7171;pin_4638;101119;1.901.860.266;3.394.447.642;1.165.420.683;-837.097.536;-14.887.129;-78.650.618;Non Bawang Putih
7174;pin_4323;101119;1.691.860.387;2.394.447.799;1.165.401.733;-8.370.144.561;-15.629.102;-1.047.056;Non Bawang Putih
7177;pin_7125;101119;149.5;176.5;1.165.388.255;-8.383.714.957;-10.528.285;-3.661.902;Non Bawang Putih
7179;pin_6623;101119;68.5;64.5;1.165.313.213;-83.740.036;-20.903.308;6.914.546;Non Bawang Putih
7180;pin_7295;101119;148.5;182.5;1.165.387.524;-8.384.249.278;-12.728.784;0.28646997;Non Bawang Putih
7181;pin_4790;101119;1.991.860.216;4.494.447.567;1.165.428.983;-8.371.926.381;-15.194.215;-8.291.058;Non Bawang Putih
7182;pin_8221;101119;102.5;100.5;116.534.442;-837.710.419;-15.002.896;-9.189.848;Non Bawang Putih
7184;pin_5903;101119;219.5;187.5;1.165.450.834;-8.384.504.948;-9.506.412;-2.582.386;Non Bawang Putih
7185;pin_6955;101119;136.5;169.5;1.165.376.501;-8.383.128.956;-8.774.158;0.8197716;Non Bawang Putih
7187;pin_5763;101119;223.5;227.5;1.165.455.454;-8.388.038.854;-8.661.186;-22.817.233;Non Bawang Putih
7191;pin_5907;101119;223.5;187.5;1.165.454.394;-8.384.494.387;-10.935.463;-52.565.923;Non Bawang Putih
7193;pin_6877;101119;128.5;166.5;1.165.369.303;-8.382.884.216;-8.997.088;-20.002.506;Non Bawang Putih
7196;pin_8264;101119;116.5;101.5;1.165.356.904;-8.377.155.908;-14.733.475;-78.027.716;Non Bawang Putih
7197;pin_4342;101119;1.871.860.281;2.394.447.673;1.165.417.749;-8.370.097.137;-1.714.112;-10.366.393;Non Bawang Putih
7199;pin_6912;101119;139.5;167.5;1.165.379.118;-8.382.943.813;-7.334.997;-3.967.652;Non Bawang Putih
7200;pin_6504;101119;132.5;9.5;1.165.368.707;-8.368.961.208;-3.631.656;28.738.291;Non Bawang Putih
7201;pin_5812;101119;231.5;225.5;116.546.252;-83.878.405;-75.820.355;10.658.591;Non Bawang Putih
7202;pin_6972;101119;130.5;170.5;1.165.371.189;-8.383.233.398;-107.096.405;-23.425.992;Non Bawang Putih
7203;pin_6626;101119;70.5;64.5;1.165.314.992;-8.373.998.332;-3.344.962;61.624.136;Non Bawang Putih
7207;pin_5875;101119;211.5;194.5;1.165.443.901;-8.385.146.352;-12.694.434;-49.497.485;Non Bawang Putih
7208;pin_8134;101119;141.5;32.5;1.165.377.324;-8.370.975.634;-15.906.057;-8.704.679;Non Bawang Putih
7210;pin_5080;101119;199.186.022;5.494.447.557;1.165.429.247;-8.372.812.506;-14.602.827;-953.413;Non Bawang Putih
7211;pin_6124;101119;234.5;168.5;1.165.463.678;-8.382.781.728;-720.677;-35.240.502;Non Bawang Putih
7214;pin_4828;101119;1.881.860.282;4.594.447.644;1.165.419.221;-8.372.043.985;-1.607.745;-891.749;Non Bawang Putih
7215;pin_5034;101119;187.186.029;5.294.447.643;1.165.418.517;-8.372.666.911;-15.948.291;-8.008.373;Non Bawang Putih
7216;pin_5899;101119;220.5;186.5;1.165.451.698;-8.384.413.696;-121.209.135;-69.123.445;Non Bawang Putih
7220;pin_5988;101119;230.5;173.5;1.165.460.251;-8.383.235.345;-11.154.783;-23.540.933;Non Bawang Putih
7222;pin_6065;101119;228.5;178.5;1.165.458.604;-8.383.683.682;-10.446.741;-41.306.734;Non Bawang Putih
7224;pin_5131;101119;2.011.860.208;5.594.447.542;1.165.431.053;-8.372.895.847;-12.330.735;-9.775.603;Non Bawang Putih
7226;pin_6335;101119;117.5;124.5;1.165.358.403;-8.379.191.412;-14.473.711;-55.156.727;Non Bawang Putih
7229;pin_6078;101119;234.5;164.5;1.165.463.572;-8.382.427.283;-8.771.372;16.305.557;Non Bawang Putih
7234;pin_6225;101119;213.5;241.5;1.165.446.927;-8.389.305.832;-11.691.162;-6.663.721;Non Bawang Putih
7235;pin_5108;101119;1.781.860.345;5.594.447.703;1.165.410.588;-837.295.647;-14.051.901;-9.063.011;Non Bawang Putih
7236;pin_6943;101119;146.5;168.5;1.165.385.373;-8.383.013.961;-1.074.255;-5.121.521;Non Bawang Putih
7240;pin_8018;101119;115.5;78.5;1.165.355.405;-8.375.120.402;-17.072.046;-12.074.126;Non Bawang Putih
7244;pin_6281;101119;170.5;184.5;1.165.407.153;-8.384.368.451;-12.989.943;-55.412.817;Non Bawang Putih
7245;pin_4371;101119;2.051.860.181;4.494.447.525;1.165.434.321;-8.371.910.566;-15.540.571;-10.081.116;Non Bawang Putih
7246;pin_8105;101119;118.5;81.5;1.165.358.154;-8.375.378.341;-14.547.638;-9.148.948;Non Bawang Putih
7247;pin_7903;101119;97.5;68.5;1.165.339.124;-8.374.281.675;-14.366.443;-935.724;Non Bawang Putih
7248;pin_5719;101119;226.5;220.5;1.165.457.938;-8.387.410.649;-650.198;-13.484.342;Non Bawang Putih
7250;pin_5535;101119;205.5;227.5;1.165.439.437;-8.388.086.394;-935.966;-0.2787051;Non Bawang Putih
7255;pin_5061;101119;1.891.860.279;5.394.447.628;1.165.420.323;-8.372.750.252;-16.013.855;-7.331.995;Non Bawang Putih
7256;pin_4278;101119;1.731.860.363;2.194.447.773;1.165.405.239;-8.369.956.796;-1.552.324;-8.341.999;Non Bawang Putih
7261;pin_6900;101119;128.5;167.5;116.536.933;-838.297.283;-7.647.479;-10.926.878;Non Bawang Putih
7262;pin_6367;101119;121.5;125.5;1.165.361.988;-8.379.269.481;-15.676.498;-9.523.098;Non Bawang Putih
7264;pin_4245;101119;1.871.860.279;1.994.447.677;1.165.417.643;-8.369.742.685;-14.430.947;-7.993.795;Non Bawang Putih
7267;pin_7817;101119;95.5;65.5;1.165.337.265;-8.374.021.098;-15.750.035;-10.768.309;Non Bawang Putih
7272;pin_8240;101119;119.5;100.5;1.165.359.547;-8.377.059.386;-162.284;-8.684.074;Non Bawang Putih
7274;pin_4859;101119;1.881.860.282;4.694.447.642;1.165.419.248;-8.372.132.598;-15.868.447;-9.598.615;Non Bawang Putih
7279;pin_5534;101119;204.5;227.5;1.165.438.548;-8.388.089.035;-57.438.817;20.036.685;Non Bawang Putih
7280;pin_5452;101119;212.5;232.5;1.165.445.799;-8.388.510.966;-77.271.695;-10.142.225;Non Bawang Putih
7281;pin_5735;101119;217.5;224.5;1.165.450.036;-8.387.788.866;-7.925.152;-18.769.485;Non Bawang Putih
7284;pin_6995;101119;132.5;171.5;1.165.372.995;-8.383.316.736;-10.169.653;-21.075.573;Non Bawang Putih
7285;pin_7279;101119;129.5;37.5;1.165.366.778;-8.371.450.316;-15.676.484;-9.005.005;Non Bawang Putih
7288;pin_6896;101119;145.5;166.5;116.538.443;-8.382.839.371;-8.517.573;-35.610.864;Non Bawang Putih
7290;pin_7622;101119;122.5;47.5;1.165.360.814;-8.372.354.901;-1.498.087;-8.684.753;Non Bawang Putih
7294;pin_5934;101119;221.5;189.5;1.165.452.667;-8.384.676.891;-9.723.265;-3.936.095;Non Bawang Putih
7295;pin_7972;101119;98.5;77.5;1.165.340.252;-8.375.076.579;-15.149.612;-8.377.588;Non Bawang Putih
7297;pin_6207;101119;223.5;171.5;1.165.453.969;-8.383.076.601;-39.849.236;0.95276046;Non Bawang Putih
7298;pin_7141;101119;143.5;177.5;1.165.382.942;-8.383.819.401;-11.852.413;28.384.311;Non Bawang Putih
7300;pin_7733;101119;122.5;51.5;116.536.092;-837.270.936;-15.960.918;-8.948.947;Non Bawang Putih
7301;pin_5382;101119;283.5;14.5;1.165.503.198;-8.369.006.397;-12.357.665;-53.598.638;Non Bawang Putih
7302;pin_6083;101119;226.5;165.5;116.545.648;-8.382.537.012;-12.140.718;-50.809.684;Non Bawang Putih
7304;pin_5683;101119;221.5;223.5;1.165.453.569;-8.387.689.689;-74.651.475;20.057.893;Non Bawang Putih
7306;pin_5952;101119;222.5;190.5;1.165.453.583;-8.384.762.863;-73.953.576;-43.803.067;Non Bawang Putih
7309;pin_7737;101119;125.5;51.5;1.165.363.589;-8.372.701.457;-16.612.177;-8.922.595;Non Bawang Putih
7310;pin_5640;101119;201.5;218.5;1.165.435.639;-8.387.299.447;-1.331.354;-48.415.284;Non Bawang Putih
7311;pin_4404;101119;1.861.860.287;2.494.447.679;1.165.416.886;-8.370.188.385;-15.401.067;-10.549.407;Non Bawang Putih
7318;pin_5937;101119;224.5;189.5;1.165.455.336;-8.384.668.971;-8.756.722;-47.030.244;Non Bawang Putih
7321;pin_6032;101119;221.5;176.5;1.165.452.322;-8.383.524.939;-12.150.773;-4.019.338;Non Bawang Putih
7322;pin_4365;101119;2.021.860.197;3.994.447.552;116.543.152;-8.371.475.411;-14.447.363;-77.738.914;Non Bawang Putih
7325;pin_7671;101119;115.5;49.5;1.165.354.638;-837.255.057;-1.675.229;-74.419.303;Non Bawang Putih
7327;pin_5451;101119;211.5;232.5;1.165.444.909;-8.388.513.608;-7.849.978;-16.353.297;Non Bawang Putih
7328;pin_4427;101119;1.861.860.287;2.594.447.678;1.165.416.912;-8.370.276.998;-14.292.606;-10.923.643;Non Bawang Putih
7329;pin_6655;101119;34.5;228.5;1.165.287.298;-8.388.626.335;-60.275.874;-33.538.768;Non Bawang Putih
7330;pin_6632;101119;68.5;65.5;1.165.313.239;-8.374.092.216;-23.448.546;67.406.583;Non Bawang Putih
7331;pin_8372;101119;113.5;105.5;116.535.434;-8.377.518.274;-16.140.247;-10.028.425;Non Bawang Putih
7333;pin_5318;101119;223.5;4.5;1.165.449.547;-836.827.843;-8.969.176;-34.797.404;Non Bawang Putih
7334;pin_5910;101119;226.5;187.5;1.165.457.063;-8.384.486.467;-56.192.865;-319.764;Non Bawang Putih
7337;pin_6379;101119;132.5;125.5;1.165.371.777;-8.379.240.478;-13.941.464;-77.139.735;Non Bawang Putih
7339;pin_5372;101119;281.5;12.5;1.165.501.366;-836.883.445;-9.875.677;-2.619.638;Non Bawang Putih
7341;pin_8042;101119;112.5;79.5;1.165.352.762;-8.375.216.922;-16.031.017;-11.893.081;Non Bawang Putih
7342;pin_4537;101119;1.731.860.366;3.094.447.764;1.165.405.477;-8.370.754.316;-14.829.945;-10.913.866;Non Bawang Putih
7344;pin_5859;101119;217.5;196.5;1.165.449.293;-8.385.307.735;-12.572.973;-23.745.844;Non Bawang Putih
7345;pin_7230;101119;139.5;180.5;1.165.379.462;-8.384.095.796;-10.361.751;-22.469.218;Non Bawang Putih
7346;pin_4437;101119;172.186.037;2.694.447.775;1.165.404.482;-8.370.402.498;-13.056.291;-71.983.037;Non Bawang Putih
7347;pin_7640;101119;112.5;48.5;1.165.351.942;-8.372.469.858;-16.575.636;-7.106.631;Non Bawang Putih
7348;pin_6789;101119;41.5;232.5;1.165.293.633;-8.388.962.337;-79.988.723;19.680.951;Non Bawang Putih
7352;pin_5209;101119;1.941.860.245;4.094.447.607;1.165.424.428;-8.371.585.108;-13.798.657;-7.327.219;Non Bawang Putih
7355;pin_4891;101119;1.931.860.253;4.794.447.606;1.165.423.723;-8.372.208.033;-14.274.083;-9.093.355;Non Bawang Putih
7356;pin_4485;101119;1.731.860.365;2.894.447.766;1.165.405.424;-837.057.709;-150.893.755;-9.000.839;Non Bawang Putih
7358;pin_7084;101119;133.5;175.5;1.165.373.991;-8.383.668.555;-61.597.676;-13.964.756;Non Bawang Putih
7359;pin_4575;101119;1.831.860.307;3.194.447.693;1.165.414.402;-837.081.658;-142.308.235;-11.947.148;Non Bawang Putih
7360;pin_7298;101119;151.5;182.5;1.165.390.193;-8.384.241.362;-13.931.682;-0.6135455;Non Bawang Putih
7361;pin_4459;101119;1.711.860.377;2.794.447.781;1.165.403.618;-8.370.493.746;-13.499.641;-76.837.573;Non Bawang Putih
7362;pin_6315;101119;123.5;123.5;1.165.363.715;-8.379.086.979;-15.143.462;-9.003.817;Non Bawang Putih
7363;pin_7846;101119;96.5;66.5;1.165.338.181;-8.374.107.079;-15.754.153;-8.986.328;Non Bawang Putih
7365;pin_7635;101119;121.5;31.5;1.165.359.501;-8.370.939.699;-15.039.493;-9.876.962;Non Bawang Putih
7366;pin_7407;101119;67.5;178.5;116.531.534;-8.384.108.477;-7.821.529;-18.576.161;Non Bawang Putih
7368;pin_5673;101119;203.5;219.5;1.165.437.446;-8.387.382.778;-1.266.092;-23.625.267;Non Bawang Putih
7370;pin_6118;101119;234.5;167.5;1.165.463.651;-8.382.693.117;-7.810.398;-4.286.518;Non Bawang Putih
7374;pin_5280;101119;190.5;0.5;1.165.420.078;-8.368.010.924;-15.607.732;-10.935.772;Non Bawang Putih
7377;pin_5424;101119;274.5;34.5;116.549.572;-8.370.802.333;-13.290.861;-40.222.015;Non Bawang Putih
7378;pin_6963;101119;143.5;169.5;116.538.273;-8.383.110.489;-10.237.477;-21.270.692;Non Bawang Putih
7379;pin_5730;101119;222.5;224.5;1.165.454.485;-838.777.566;-7.221.348;0.7725904;Non Bawang Putih
7380;pin_7967;101119;122.5;30.5;1.165.360.364;-8.370.848.451;-1.444.661;-9.556.282;Non Bawang Putih
7382;pin_7102;101119;138.5;36.5;116.537.476;-8.371.337.993;-1.674.608;-10.584.899;Non Bawang Putih
7383;pin_4215;101119;1.711.860.379;3.494.447.774;1.165.403.803;-8.371.114.039;-15.212.854;-74.329.658;Non Bawang Putih
7384;pin_6062;101119;225.5;178.5;1.165.455.935;-8.383.691.602;-12.515.165;-3.050.529;Non Bawang Putih
7387;pin_6675;101119;52.5;228.5;1.165.303.316;-8.388.578.853;-69.049.006;-0.37539244;Non Bawang Putih
7390;pin_5379;101119;280.5;14.5;1.165.500.529;-8.369.014.307;-10.843.905;-5.528.072;Non Bawang Putih
7391;pin_6769;101119;133.5;35.5;1.165.370.285;-837.126.255;-15.117.193;-9.167.193;Non Bawang Putih
7395;pin_7604;101119;130.5;46.5;1.165.367.906;-8.372.245.212;-14.439.724;-76.555.033;Non Bawang Putih
7401;pin_5968;101119;223.5;172.5;1.165.453.996;-8.383.165.212;-43.492.384;-0.2211136;Non Bawang Putih
7403;pin_7496;101119;58.5;182.5;1.165.307.437;-8.384.486.674;-8.808.432;-32.159.734;Non Bawang Putih
7405;pin_4774;101119;1.921.860.258;4.394.447.618;1.165.422.728;-8.371.856.217;-15.550.778;-8.212.176;Non Bawang Putih
7406;pin_7695;101119;112.5;50.5;1.165.351.995;-8.372.647.088;-1.725.947;-74.255.543;Non Bawang Putih
7407;pin_5303;101119;204.5;4.5;1.165.432.641;-8.368.328.492;-11.130.295;-3.741.226;Non Bawang Putih
7408;pin_6846;101119;140.5;35.5;1.165.376.513;-8.371.244.111;-13.923.935;-6.985.336;Non Bawang Putih
7410;pin_6014;101119;237.5;174.5;1.165.466.506;-8.383.305.476;-1.707.162;-7.885.619;Non Bawang Putih
7411;pin_7765;101119;98.5;63.5;1.165.339.881;-8.373.835.964;-14.311.479;-9.643.873;Non Bawang Putih
7412;pin_5556;101119;218.5;223.5;1.165.450.899;-8.387.697.613;-8.058.019;-2.929.405;Non Bawang Putih
7415;pin_5826;101119;213.5;197.5;116.544.576;-8.385.406.908;-14.430.025;-4.968.791;Non Bawang Putih
7417;pin_7314;101119;139.5;183.5;1.165.379.542;-8.384.361.639;-9.728.829;-30.154.696;Non Bawang Putih
7418;pin_5667;101119;204.5;215.5;1.165.438.229;-8.387.025.689;-15.278.865;-68.240.213;Non Bawang Putih
7421;pin_5540;101119;200.5;226.5;1.165.434.962;-8.388.010.986;-6.780.798;-1.880.429;Non Bawang Putih
7423;pin_4255;101119;1.871.860.277;1.294.447.684;1.165.417.458;-8.369.122.395;-14.271.229;-1.023.042;Non Bawang Putih
7425;pin_5401;101119;280.5;17.5;1.165.500.608;-8.369.280.137;-9.204.543;-3.752.997;Non Bawang Putih
7429;pin_7708;101119;124.5;50.5;1.165.362.673;-8.372.615.476;-16.607.391;-9.590.941;Non Bawang Putih
7431;pin_6193;101119;219.5;166.5;1.165.450.278;-83.826.441;-10.248.404;10.704.426;Non Bawang Putih
7432;pin_7751;101119;85.5;63.5;1.165.328.314;-8.373.870.208;-13.870.875;-11.191.424;Non Bawang Putih
7433;pin_4553;101119;1.871.860.283;3.094.447.666;1.165.417.935;-8.370.717.427;-17.009.659;-10.410.128;Non Bawang Putih
7434;pin_4962;101119;2.011.860.207;5.094.447.547;1.165.430.921;-8.372.452.784;-15.587.613;-83.021.145;Non Bawang Putih
7435;pin_6696;101119;44.5;229.5;1.165.296.223;-8.388.688.573;-8.986.675;-0.06336053;Non Bawang Putih
7436;pin_6647;101119;122.5;35.5;1.165.360.497;-8.371.291.525;-15.054.628;-893.878;Non Bawang Putih
7439;pin_4869;101119;1.781.860.342;4.694.447.713;116.541.035;-8.372.158.952;-15.750.546;-78.816.934;Non Bawang Putih
7440;pin_6106;101119;227.5;166.5;1.165.457.396;-8.382.622.984;-12.473.164;-38.825.336;Non Bawang Putih
7442;pin_7305;101119;156.5;182.5;1.165.394.642;-8.384.228.169;-8.972.007;24.895.804;Non Bawang Putih
7445;pin_5756;101119;223.5;226.5;1.165.455.428;-8.387.950.242;-8.073.784;-12.900.486;Non Bawang Putih
7447;pin_8303;101119;100.5;103.5;1.165.342.719;-8.377.375.307;-1.520.922;-74.633.913;Non Bawang Putih
7448;pin_4680;101119;1.851.860.289;1.494.447.696;1.165.415.732;-836.930.489;-1.316.933;-10.193.842;Non Bawang Putih
7450;pin_6831;101119;49.5;233.5;1.165.300.779;-838.902.985;-77.652.993;10.693.492;Non Bawang Putih
7451;pin_5591;101119;220.5;220.5;1.165.452.599;-8.387.426.495;-40.905.013;0.46860498;Non Bawang Putih
7452;pin_5201;101119;1.861.860.292;4.094.447.663;1.165.417.309;-8.371.606.191;-13.629.862;-7.471.538;Non Bawang Putih
7453;pin_5112;101119;1.821.860.321;5.594.447.675;1.165.414.147;-8.372.945.928;-14.481.714;-78.934.784;Non Bawang Putih
7454;pin_4441;101119;1.761.860.347;2.694.447.747;1.165.408.041;-8.370.391.959;-14.844.217;-10.410.561;Non Bawang Putih
